route,stopid,progr_number,stop_name
51x,2136,74,Bawnogue Church
13,2152,11,Bawnogue Road
13,4677,73,Bawnogue Road
51d,2152,11,Bawnogue Road
51d,4677,73,Bawnogue Road
51x,4677,73,Bawnogue Road
130,7469,12,Baymount Park
31,544,33,Bayside
31,590,23,Bayside
31a,544,33,Bayside
31a,590,23,Bayside
31b,544,33,Bayside
31b,590,23,Bayside
31d,544,33,Bayside
31d,590,23,Bayside
32,544,33,Bayside
32,590,23,Bayside
32x,544,33,Bayside
32x,590,23,Bayside
130,4384,6,Bayview Avenue
14,4384,6,Bayview Avenue
15,4384,6,Bayview Avenue
27,4384,6,Bayview Avenue
27a,4384,6,Bayview Avenue
27b,4384,6,Bayview Avenue
29a,4384,6,Bayview Avenue
31,4384,6,Bayview Avenue
31a,4384,6,Bayview Avenue
31b,4384,6,Bayview Avenue
32,4384,6,Bayview Avenue
42,4384,6,Bayview Avenue
43,4384,6,Bayview Avenue
53,4384,6,Bayview Avenue
33d,3730,25,Beach Lane
33d,3733,2,Beach Lane
40d,7101,6,Bealing Walk
40d,7102,40,Bealing Walk
40e,7101,6,Bealing Walk
40e,7102,40,Bealing Walk
44,3467,59,Bearna Park
44,3492,24,Bearna Park
67,3909,59,Beatty Park
67,3924,11,Beatty Park
67x,3909,59,Beatty Park
67x,3924,11,Beatty Park
33,3769,58,Beau Hill
33,3848,41,Beau Hill
33x,3769,58,Beau Hill
33x,3848,41,Beau Hill
14,1046,54,Beaumont Avenue
14,1053,20,Beaumont Avenue
14c,1053,20,Beaumont Avenue
61,1035,27,Beaumont Avenue
14,234,7,Beaumont Grove
14c,234,7,Beaumont Grove
16,234,7,Beaumont Grove
16c,234,7,Beaumont Grove
27b,253,24,Beaumont Hospital
27b,254,28,Beaumont Hospital
14,216,68,Beaumont Road
16,216,68,Beaumont Road
16,233,17,Beaumont Road
16c,233,17,Beaumont Road
142,2500,47,Beckett Bridge
151,2500,47,Beckett Bridge
33d,2500,47,Beckett Bridge
33x,2500,47,Beckett Bridge
41x,2500,47,Beckett Bridge
84,3122,11,Beech Park Road
84,3155,76,Beech Park Road
84a,3122,11,Beech Park Road
84a,3155,76,Beech Park Road
84,4308,12,Beechdale
84x,4306,35,Beechdale
84x,4308,12,Beechdale
9,2432,10,Beechfield Avenue
7b,3544,1,Beechfield Manor
66,7313,8,Beechpark Estate
66e,7313,8,Beechpark Estate
66e,7314,54,Beechpark Estate
66x,7313,8,Beechpark Estate
66x,7314,54,Beechpark Estate
38,4900,25,Beechpark Lawn
7a,3211,50,Beechwood Lawn
47,5013,1,Belarmine
47,5016,51,Belarmine
47,5015,49,Belarmine Avenue
47,7290,50,Belarmine Drive
122,1430,8,Belbulbin Road
27,1268,84,Belcamp Avenue
27x,1268,84,Belcamp Avenue
15,1218,28,Belcamp Lane
15,6115,26,Belcamp Lane
27,1218,28,Belcamp Lane
27,6115,26,Belcamp Lane
27x,1218,28,Belcamp Lane
27x,6115,26,Belcamp Lane
42,1218,28,Belcamp Lane
42,6115,26,Belcamp Lane
43,1218,28,Belcamp Lane
43,6115,26,Belcamp Lane
13,105,83,Belclare Park
116,763,71,Belfield Court
116,769,3,Belfield Court
118,769,3,Belfield Court
145,763,71,Belfield Court
145,769,3,Belfield Court
155,763,71,Belfield Court
155,769,3,Belfield Court
25x,763,71,Belfield Court
25x,769,3,Belfield Court
27x,763,71,Belfield Court
32x,763,71,Belfield Court
39a,763,71,Belfield Court
39a,769,3,Belfield Court
41x,763,71,Belfield Court
41x,769,3,Belfield Court
46a,763,71,Belfield Court
46a,769,3,Belfield Court
46e,769,3,Belfield Court
47,763,71,Belfield Court
51x,763,71,Belfield Court
66x,763,71,Belfield Court
66x,769,3,Belfield Court
67x,763,71,Belfield Court
67x,769,3,Belfield Court
77x,763,71,Belfield Court
7b,763,71,Belfield Court
7b,769,3,Belfield Court
7d,763,71,Belfield Court
7d,769,3,Belfield Court
65b,4933,5,Belfry
77a,4933,5,Belfry
77x,4933,5,Belfry
65,2590,42,Belfry Downs
65b,2590,42,Belfry Downs
77a,2590,42,Belfry Downs
77x,2590,42,Belfry Downs
56a,2742,44,Belgard Heights
56a,2755,11,Belgard Heights
27,2346,52,Belgard Square North
27,5008,36,Belgard Square North
54a,5008,36,Belgard Square North
65,2346,52,Belgard Square North
65,5008,36,Belgard Square North
77a,2346,52,Belgard Square North
77a,5008,36,Belgard Square North
49,7181,44,Belgard Square South
7,3038,32,Belgrave Square
7a,3038,32,Belgrave Square
40d,7097,2,Belgree Boulevard
40e,7097,2,Belgree Boulevard
25,2198,21,Belgrove Park
25,2244,20,Belgrove Park
26,2198,21,Belgrove Park
26,2244,20,Belgrove Park
66,2198,21,Belgrove Park
66,2244,20,Belgrove Park
66a,2198,21,Belgrove Park
66a,2244,20,Belgrove Park
66b,2198,21,Belgrove Park
66b,2244,20,Belgrove Park
66e,2198,21,Belgrove Park
66e,2244,20,Belgrove Park
67,2198,21,Belgrove Park
67,2244,20,Belgrove Park
4,475,55,Bellevue Avenue
7,475,55,Bellevue Avenue
7a,475,55,Bellevue Avenue
7d,475,55,Bellevue Avenue
84a,475,55,Bellevue Avenue
40d,7106,44,Bellgree Avenue
40e,7106,44,Bellgree Avenue
15,7516,65,Belmayne
84x,7364,20,Belmont
29a,744,18,Belmont Park
14,1186,65,Belton Park Road
14,1194,14,Belton Park Road
14c,1194,14,Belton Park Road
31d,1186,65,Belton Park Road
31d,1194,14,Belton Park Road
122,1414,44,Benbulbin Road
123,1457,35,Benbulbin Road
123,1469,13,Benbulbin Road
9,169,12,Beneavin Court
9,165,59,Beneavin Park
9,168,11,Beneavin Park
9,164,58,Beneavin Road
9,167,10,Beneavin Road
9,166,60,Beneavin School
120,795,12,Berkeley Road
120,796,13,Berkeley Road
38,795,12,Berkeley Road
38,796,13,Berkeley Road
38a,795,12,Berkeley Road
38a,796,13,Berkeley Road
38b,795,12,Berkeley Road
38b,796,13,Berkeley Road
38d,795,12,Berkeley Road
38d,796,13,Berkeley Road
46a,795,12,Berkeley Road
46a,796,13,Berkeley Road
40,4363,64,Berryfield Road
41,4843,1,Berwick Walk
41a,4843,1,Berwick Walk
41c,4843,1,Berwick Walk
41x,4843,1,Berwick Walk
65b,4713,1,Bianconi Avenue
65b,7459,59,Bianconi Avenue
69,3432,46,Bianconi Avenue
69,3438,15,Bianconi Avenue
69x,3432,46,Bianconi Avenue
77a,4713,1,Bianconi Avenue
77a,7459,59,Bianconi Avenue
77x,4713,1,Bianconi Avenue
9,2418,57,Bigger Road
31,547,36,Binn Eadair View
31a,547,36,Binn Eadair View
31b,547,36,Binn Eadair View
40,834,49,Binns Bridge
40b,834,49,Binns Bridge
40d,834,49,Binns Bridge
27,2369,21,Birchview Avenue
142,3011,3,Bird Avenue
142,3012,55,Bird Avenue
32,3589,5,Biscayne
32,3620,54,Biscayne
32x,3589,5,Biscayne
32x,3620,54,Biscayne
31,542,31,Blackbanks
31,593,26,Blackbanks
31a,542,31,Blackbanks
31a,593,26,Blackbanks
31b,542,31,Blackbanks
31b,593,26,Blackbanks
31d,542,31,Blackbanks
31d,593,26,Blackbanks
32,542,31,Blackbanks
32,593,26,Blackbanks
31,540,29,Blackbanks Coast
31a,540,29,Blackbanks Coast
31b,540,29,Blackbanks Coast
31d,540,29,Blackbanks Coast
32,540,29,Blackbanks Coast
32,3595,10,Blackberry Lane
32,3602,49,Blackberry Lane
42d,3595,10,Blackberry Lane
42d,3602,49,Blackberry Lane
32,3596,11,Blackberry Rise
32,3601,48,Blackberry Rise
42d,3596,11,Blackberry Rise
42d,3601,48,Blackberry Rise
38,1833,12,Blackcourt Road
38,2289,49,Blackcourt Road
38a,1833,12,Blackcourt Road
38b,1833,12,Blackcourt Road
38b,2289,49,Blackcourt Road
40,2689,21,Blackditch Drive
79,2906,30,Blackditch Road
44b,3533,15,Blackglen Court
44b,3494,12,Blackglen Road
44b,3532,14,Blackglen Road
37,1647,30,Blackhall Place
37,1715,46,Blackhall Place
39,1647,30,Blackhall Place
39,1715,46,Blackhall Place
39a,1647,30,Blackhall Place
39a,1715,46,Blackhall Place
39x,1647,30,Blackhall Place
39x,1715,46,Blackhall Place
70,1647,30,Blackhall Place
70,1715,46,Blackhall Place
31,549,38,Blackheath
31a,549,38,Blackheath
31b,549,38,Blackheath
130,1774,3,Blackheath Avenue
130,1765,38,Blackheath Grove
130,1764,37,Blackheath Park
130,1773,2,Blackheath Park
37,1655,22,Blackhorse Avenue
37,1706,38,Blackhorse Avenue
13,1951,16,Blackhorse Luas
13,1985,45,Blackhorse Luas
68,1951,16,Blackhorse Luas
68,1985,45,Blackhorse Luas
69,1951,16,Blackhorse Luas
69,1985,45,Blackhorse Luas
4,429,26,Blackrock Clinic
4,470,50,Blackrock Clinic
7,429,26,Blackrock Clinic
7,470,50,Blackrock Clinic
7a,429,26,Blackrock Clinic
7a,470,50,Blackrock Clinic
7d,470,50,Blackrock Clinic
84a,470,50,Blackrock Clinic
4,428,25,Blackrock College
4,471,51,Blackrock College
7,428,25,Blackrock College
7,471,51,Blackrock College
7a,428,25,Blackrock College
7a,471,51,Blackrock College
7d,471,51,Blackrock College
84a,471,51,Blackrock College
7,3033,28,Blackrock Main St
7a,3033,28,Blackrock Main St
7,3032,27,Blackrock Park
7a,3032,27,Blackrock Park
46e,3085,15,Blackrock Station
47,7567,42,Blackthorn Avenue
11,451,13,Blackthorn Drive
11,4847,59,Blackthorn Drive
116,451,13,Blackthorn Drive
116,4847,59,Blackthorn Drive
47,451,13,Blackthorn Drive
11,449,1,Blackthorn Road
116,449,1,Blackthorn Road
142,7327,6,Blackwood Lane
42,7327,6,Blackwood Lane
42d,7327,6,Blackwood Lane
33,3756,44,Blake's Cross
33,3862,55,Blake's Cross
33x,3756,44,Blake's Cross
33x,3862,55,Blake's Cross
65,4014,62,Blake's Garden Cen
65,4133,25,Blake's Garden Cen
39,1879,60,Blakestown Cross
39a,1879,60,Blakestown Cross
37,2959,60,Blanchardstown Ctr
38,2468,15,Blanchardstown Rd N
38,4980,48,Blanchardstown Rd N
38a,2468,15,Blanchardstown Rd N
38b,4980,48,Blanchardstown Rd N
37,4747,27,Blanchardstown SC
39,4747,27,Blanchardstown SC
39,7025,48,Blanchardstown SC
39a,4747,27,Blanchardstown SC
39a,7025,48,Blanchardstown SC
38,1813,39,Blanchardstown Vlge
38,1840,18,Blanchardstown Vlge
38a,1813,39,Blanchardstown Vlge
38a,1840,18,Blanchardstown Vlge
39,1813,39,Blanchardstown Vlge
39,1840,18,Blanchardstown Vlge
70d,1813,39,Blanchardstown Vlge
70d,1840,18,Blanchardstown Vlge
83,2486,59,Blarney Park
83a,2486,59,Blarney Park
65,4027,74,Blessington
65,4051,10,Blessington
65,4023,72,Blessington Mart
65,4055,13,Blessington Mart
27,2351,40,Blessington Road
54a,2351,40,Blessington Road
54a,2555,32,Blessington Road
56a,2351,40,Blessington Road
65,2351,40,Blessington Road
65,2555,32,Blessington Road
77a,2351,40,Blessington Road
120,819,43,Blessington Street
140,819,43,Blessington Street
155,819,43,Blessington Street
38,819,43,Blessington Street
38a,819,43,Blessington Street
38b,819,43,Blessington Street
38d,819,43,Blessington Street
4,819,43,Blessington Street
46a,819,43,Blessington Street
9,819,43,Blessington Street
13,1953,18,Bluebell Luas
13,1984,44,Bluebell Luas
68,1953,18,Bluebell Luas
68,1984,44,Bluebell Luas
69,1953,18,Bluebell Luas
69,1984,44,Bluebell Luas
4,7330,1,Bluepool Pitches
15b,7069,8,Boden Park
15b,7070,40,Boden Park
77a,2610,31,Bolbrook
77a,2611,41,Bolbrook
77x,2610,31,Bolbrook
53,7601,3,Bond Drive
13,3465,29,Boot Road
13,4673,30,Boot Road
51d,3465,29,Boot Road
51d,4673,30,Boot Road
69,3465,29,Boot Road
69,4673,30,Boot Road
116,2010,46,Booterstown Avenue
116,2069,36,Booterstown Avenue
118,2069,36,Booterstown Avenue
145,2010,46,Booterstown Avenue
145,2069,36,Booterstown Avenue
155,2010,46,Booterstown Avenue
155,2069,36,Booterstown Avenue
46a,2010,46,Booterstown Avenue
46a,2069,36,Booterstown Avenue
46e,2069,36,Booterstown Avenue
47,2010,46,Booterstown Avenue
47,2069,36,Booterstown Avenue
7b,2010,46,Booterstown Avenue
7b,2069,36,Booterstown Avenue
7d,2010,46,Booterstown Avenue
7d,2069,36,Booterstown Avenue
4,427,24,Booterstown Station
4,472,52,Booterstown Station
7,427,24,Booterstown Station
7,472,52,Booterstown Station
7a,427,24,Booterstown Station
7a,472,52,Booterstown Station
7d,472,52,Booterstown Station
84a,472,52,Booterstown Station
41c,5031,34,Boroimhe Cherry
41x,5031,34,Boroimhe Cherry
41c,5029,25,Boroimhe Laurels
41x,5029,25,Boroimhe Laurels
41c,5028,26,Boroimhe Maples
41c,5030,33,Boroimhe Maples
41x,5028,26,Boroimhe Maples
41x,5030,33,Boroimhe Maples
1,19,10,Botanic Avenue
1,46,49,Botanic Avenue
11,19,10,Botanic Avenue
11,46,49,Botanic Avenue
13,19,10,Botanic Avenue
13,46,49,Botanic Avenue
16,19,10,Botanic Avenue
16,46,49,Botanic Avenue
16c,46,49,Botanic Avenue
33,19,10,Botanic Avenue
33,46,49,Botanic Avenue
41,19,10,Botanic Avenue
41,46,49,Botanic Avenue
41a,46,49,Botanic Avenue
41b,19,10,Botanic Avenue
41b,46,49,Botanic Avenue
41c,19,10,Botanic Avenue
41c,46,49,Botanic Avenue
44,19,10,Botanic Avenue
44,46,49,Botanic Avenue
83,151,43,Botanic Gardens
83,183,26,Botanic Gardens
83a,151,43,Botanic Gardens
83a,183,26,Botanic Gardens
155,184,27,Botanic Road
155,201,41,Botanic Road
4,184,27,Botanic Road
4,201,41,Botanic Road
83,184,27,Botanic Road
83,201,41,Botanic Road
83a,184,27,Botanic Road
83a,201,41,Botanic Road
9,184,27,Botanic Road
9,201,41,Botanic Road
142,7623,49,Br an Phoirt Thoir
151,7623,49,Br an Phoirt Thoir
33d,7623,49,Br an Phoirt Thoir
33x,7623,49,Br an Phoirt Thoir
41x,7623,49,Br an Phoirt Thoir
747,7623,49,Br an Phoirt Thoir
757,7623,49,Br an Phoirt Thoir
31a,731,56,Bracken Hill
31b,731,56,Bracken Hill
41,5076,42,Brackenstown Ave
41,5077,10,Brackenstown Ave
41b,5076,42,Brackenstown Ave
41b,5077,10,Brackenstown Ave
41x,5076,42,Brackenstown Ave
41x,5077,10,Brackenstown Ave
14,1042,49,Braemor Park
14,1036,22,Braemor Road
14c,1036,22,Braemor Road
84,4265,9,Bramble Corner
44,4119,7,Bramble Hill
37,7233,50,Bramley Park
37,1680,12,Bramley Walk
37,4825,49,Bramley Walk
53,2265,20,Branch Road North
122,1419,49,Brandon Road
123,1419,49,Brandon Road
84x,4589,19,Bray Business Park
84x,7366,19,Bray Business Park
145,4132,60,Bray Main Street
145,4151,10,Bray Main Street
84,4132,60,Bray Main Street
84,4151,10,Bray Main Street
155,4168,1,Bray Station
84,4168,1,Bray Station
84a,4168,1,Bray Station
53,2269,21,Breakwater Rd South
7d,3053,47,Breffni Road
7d,3062,15,Breffni Road
118,2064,30,Brewery Road
145,2014,51,Brewery Road
145,2064,30,Brewery Road
155,2014,51,Brewery Road
155,2064,30,Brewery Road
46a,2014,51,Brewery Road
46a,2064,30,Brewery Road
84x,2014,51,Brewery Road
84x,2064,30,Brewery Road
123,1499,9,Brian Road
14,667,42,Brian Road
14c,667,42,Brian Road
15,667,42,Brian Road
27,667,42,Brian Road
27a,667,42,Brian Road
27b,667,42,Brian Road
42,667,42,Brian Road
43,667,42,Brian Road
84,4208,48,Briar Wood
84,4303,42,Briar Wood
27,2601,73,Brichview Close
122,1411,41,Brickfield Drive
151,2315,16,Brickfield Lane
27,2315,16,Brickfield Lane
56a,2315,16,Brickfield Lane
77a,2315,16,Brickfield Lane
122,1413,43,Brickfields Park
122,1432,9,Brickfields Park
7,7639,55,Brides Glen Luas
84,7639,55,Brides Glen Luas
84a,7639,55,Brides Glen Luas
33,3760,48,Bridetree
33,3858,51,Bridetree
33x,3760,48,Bridetree
33x,3858,51,Bridetree
123,1939,24,Bridgefoot Street
123,1998,25,Bridgefoot Street
13,1939,24,Bridgefoot Street
13,1998,25,Bridgefoot Street
40,1939,24,Bridgefoot Street
40,1998,25,Bridgefoot Street
68x,1998,25,Bridgefoot Street
25,1451,13,Bridgewater House
26,1451,13,Bridgewater House
66,1451,13,Bridgewater House
66a,1451,13,Bridgewater House
66b,1451,13,Bridgewater House
66e,1451,13,Bridgewater House
67,1451,13,Bridgewater House
69,1451,13,Bridgewater House
15,1083,19,Brighton Road
15,1165,69,Brighton Road
15a,1083,19,Brighton Road
15a,1165,69,Brighton Road
65,1083,19,Brighton Road
65,1165,69,Brighton Road
65b,1083,19,Brighton Road
65b,1165,69,Brighton Road
27x,418,15,British Embassy
27x,483,51,British Embassy
4,418,15,British Embassy
4,483,51,British Embassy
7,418,15,British Embassy
7,483,51,British Embassy
7a,418,15,British Embassy
7a,483,51,British Embassy
65,4007,54,Brittas Cottages
65,4006,53,Brittas Grange
65,4071,32,Brittas Grange
33,3714,40,Broad Meadow Bridge
33,3749,59,Broad Meadow Bridge
33d,3714,40,Broad Meadow Bridge
33d,3749,59,Broad Meadow Bridge
116,2849,11,Broadford Close
116,2856,64,Broadford Close
14,2849,11,Broadford Close
14,2856,64,Broadford Close
14c,2849,11,Broadford Close
116,2850,12,Broadford Drive
14,2850,12,Broadford Drive
14c,2850,12,Broadford Drive
116,2848,10,Broadford Rise
14,2848,10,Broadford Rise
14c,2848,10,Broadford Rise
116,2851,13,Broadford Walk
116,2854,62,Broadford Walk
14,2851,13,Broadford Walk
14,2854,62,Broadford Walk
14c,2851,13,Broadford Walk
140,190,33,Broadstone
140,195,35,Broadstone
155,190,33,Broadstone
155,195,35,Broadstone
4,190,33,Broadstone
4,195,35,Broadstone
83,190,33,Broadstone
83,195,35,Broadstone
83a,190,33,Broadstone
83a,195,35,Broadstone
9,190,33,Broadstone
9,195,35,Broadstone
39,1903,39,Broadway Road
41c,3705,22,Brookdale Drive
41x,3705,22,Brookdale Drive
15a,2437,15,Brookfield
54a,2443,21,Brookfield
9,2437,15,Brookfield
9,2443,21,Brookfield
27,2628,6,Brookfield Road
27,4441,87,Brookfield Road
15b,1333,20,Brookvale Road
15d,1333,20,Brookvale Road
16,1333,20,Brookvale Road
16c,1333,20,Brookvale Road
27,2626,88,Brookview Road
27,4440,5,Brookview Road
15,1201,23,Brookville Cresent
27,1201,23,Brookville Cresent
27x,1201,23,Brookville Cresent
42,1201,23,Brookville Cresent
43,1201,23,Brookville Cresent
33,3795,82,Brookville Lane
33,3822,18,Brookville Lane
33x,3795,82,Brookville Lane
33x,3822,18,Brookville Lane
27a,1801,21,Brookwood Ave
27a,1782,22,Brookwood Grove
122,66,46,Broombridge Road
120,828,8,Broombridge Station
40e,7672,1,Broombridge Station
69,5119,18,Brownsbarn Orchard
69,5125,43,Brownsbarn Orchard
7d,3064,15,Brudett Avenue
130,675,50,Buckingham St Lower
14,675,50,Buckingham St Lower
14c,675,50,Buckingham St Lower
15,675,50,Buckingham St Lower
27,675,50,Buckingham St Lower
27a,675,50,Buckingham St Lower
27b,675,50,Buckingham St Lower
29a,675,50,Buckingham St Lower
31,675,50,Buckingham St Lower
31a,675,50,Buckingham St Lower
31b,675,50,Buckingham St Lower
32,675,50,Buckingham St Lower
32x,675,50,Buckingham St Lower
42,675,50,Buckingham St Lower
43,675,50,Buckingham St Lower
53,675,50,Buckingham St Lower
68,1375,54,Bulfin Road
68a,1375,54,Bulfin Road
130,1727,16,Bull Island
130,1752,24,Bull Island
41b,7133,45,Bunbury Gate Avenue
27,1256,15,Bunratty Avenue
27,4697,75,Bunratty Avenue
27x,1256,15,Bunratty Avenue
27x,4697,75,Bunratty Avenue
27,1250,76,Bunratty Road
27,1254,13,Bunratty Road
27x,1250,76,Bunratty Road
27x,1254,13,Bunratty Road
65,7253,8,Burgage
25x,754,62,Burlington Road
25x,780,13,Burlington Road
38,7339,56,Burlington Road
38,7370,55,Burlington Road
38a,7339,56,Burlington Road
38a,7370,55,Burlington Road
38b,7339,56,Burlington Road
38b,7370,55,Burlington Road
38d,7339,56,Burlington Road
38d,7370,55,Burlington Road
39,7339,56,Burlington Road
39a,754,62,Burlington Road
39a,780,13,Burlington Road
39x,7339,56,Burlington Road
51d,754,62,Burlington Road
51x,754,62,Burlington Road
66x,754,62,Burlington Road
66x,780,13,Burlington Road
67x,754,62,Burlington Road
67x,780,13,Burlington Road
70,7339,56,Burlington Road
70,7370,55,Burlington Road
77x,754,62,Burlington Road
84,4227,67,Burnaby Park
84,4279,24,Burnaby Park
37,4573,51,Burnell Park Avenue
37,4574,10,Burnell Park Avenue
33d,3729,24,Burrow Road
33d,3734,3,Burrow Road
31,552,41,Burrow School
31,583,16,Burrow School
31a,552,41,Burrow School
31a,583,16,Burrow School
47,4984,10,Burton Hall Road
130,496,3,Bus?°ras
14,496,3,Bus?°ras
27,496,3,Bus?°ras
27a,496,3,Bus?°ras
27x,496,3,Bus?°ras
29a,496,3,Bus?°ras
31,496,3,Bus?°ras
31a,496,3,Bus?°ras
31b,496,3,Bus?°ras
32,496,3,Bus?°ras
32x,496,3,Bus?°ras
53,496,3,Bus?°ras
15,1125,25,Bushy Park House
15,1159,63,Bushy Park House
49,1125,25,Bushy Park House
49,1159,63,Bushy Park House
65,1125,25,Bushy Park House
65,1159,63,Bushy Park House
65b,1125,25,Bushy Park House
65b,1159,63,Bushy Park House
15b,2916,24,Bushy Park Road
15b,2985,22,Bushy Park Road
15d,2916,24,Bushy Park Road
15d,2985,22,Bushy Park Road
15b,5129,31,Butterfield Avenue
15d,5129,31,Butterfield Avenue
16,1304,61,Butterfield Avenue
15b,7066,35,Butterfield Park
15d,7066,35,Butterfield Park
145,5127,22,Cabinteely Bypass
155,5127,22,Cabinteely Bypass
84,3127,16,Cabinteely Park
84,3150,70,Cabinteely Park
84a,3127,16,Cabinteely Park
84a,3150,70,Cabinteely Park
84,3128,17,Cabinteely PO
84a,3128,17,Cabinteely PO
39,1908,42,Cabra Drive
39,1913,34,Cabra Drive
39a,1908,42,Cabra Drive
39a,1913,34,Cabra Drive
70,1908,42,Cabra Drive
70,1913,34,Cabra Drive
122,1660,38,Cabra Garda Station
37,1660,38,Cabra Garda Station
37,1703,38,Cabra Garda Station
38,1660,38,Cabra Garda Station
38,1703,38,Cabra Garda Station
38a,1660,38,Cabra Garda Station
38a,1703,38,Cabra Garda Station
38b,1660,38,Cabra Garda Station
38b,1703,38,Cabra Garda Station
38d,1660,38,Cabra Garda Station
38d,1703,38,Cabra Garda Station
39,1660,38,Cabra Garda Station
39,1703,38,Cabra Garda Station
39a,1660,38,Cabra Garda Station
39a,1703,38,Cabra Garda Station
70,1660,38,Cabra Garda Station
70,1703,38,Cabra Garda Station
70d,1660,38,Cabra Garda Station
120,4481,11,Cabra PO
120,4502,15,Cabra PO
38,1802,18,Cabra Road
38,1803,35,Cabra Road
38a,1802,18,Cabra Road
38a,1803,35,Cabra Road
38b,1802,18,Cabra Road
38b,1803,35,Cabra Road
38d,1802,18,Cabra Road
38d,1803,35,Cabra Road
118,3483,17,Cairnfort
44,3475,66,Cairnfort
44,3483,17,Cairnfort
56a,2745,46,Cairnwood Avenue
151,2279,2,Caledon Road
53,2279,2,Caledon Road
27,2335,68,Calmount Avenue
77a,2335,68,Calmount Avenue
13,1947,24,Camac Close
40,1947,24,Camac Close
68,1947,24,Camac Close
